"Authors","Author full names","Author(s) ID","Title","Year","Link"
"Dalmazzo Sanches F.; Ap Cavallini A., Jr; Steffen V., Jr.","Dalmazzo Sanches, Fabio (56728172000); Ap Cavallini, Aldemir (58282378400); Steffen, Valder (7004361797)","56728172000; 58282378400; 7004361797","Theoretical and experimental applications of a rotor balancing technique without using trial weights based on augmented Kalman filter","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181148183&doi=10.1016%2fj.ymssp.2023.111066&partnerID=40&md5=611e64198470a3c91c353196d84c0a71"
"Leite G.R.; Araújo ÍB.Q.; Martins A.M.","Leite, Glauber Rodrigues (57198499860); Araújo, Ícaro Bezerra Queiroz de (57209105086); Martins, Allan de Medeiros (57985251100)","57198499860; 57209105086; 57985251100","Regularized Maximum Correntropy Criterion Kalman Filter for Uncalibrated Visual Servoing in the Presence of Non-Gaussian Feature Tracking Noise","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175275084&doi=10.3390%2fs23208518&partnerID=40&md5=2ac2fe0f3c14ae173c1295db5094ccd8"
"Vargas J.; Araújo J.M.; Dórea C.E.T.; Castelan E.B.","Vargas, J. (59256173700); Araújo, J.M. (36808912600); Dórea, C.E.T. (7004096252); Castelan, E.B. (6701499827)","59256173700; 36808912600; 7004096252; 6701499827","Eigenstructure assignment of constrained second-order linear systems: an optimised positively-invariant set control approach","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200968107&doi=10.1080%2f00207721.2024.2388808&partnerID=40&md5=74d04e591a4d0801af2c78a4597d2ce6"
"Azevedo M.; Andrade M.; Medeiros M.; Medeiros T.; Silva M.; Silva I.; Sisinni E.; Ferrari P.","Azevedo, Mariana (58167671300); Andrade, Matheus (58849970600); Medeiros, Morsinaldo (58168755900); Medeiros, Thais (58538636900); Silva, Marianne (57207807053); Silva, Ivanovitch (36537969500); Sisinni, Emiliano (24777116800); Ferrari, Paolo (57195277194)","58167671300; 58849970600; 58168755900; 58538636900; 57207807053; 36537969500; 24777116800; 57195277194","Optimizing Vehicle IoT Systems: SUMO-Digital Twin Performance Analysis","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199510883&doi=10.1109%2fMetroInd4.0IoT61288.2024.10584215&partnerID=40&md5=39073ebfcd894c3c83f08dd6f0081777"
"Zola R.S.; Lenzi E.K.; da Silva L.R.; Lenzi M.K.","Zola, Rafael S. (14032671000); Lenzi, Ervin K. (57202189335); da Silva, Luciano R. (54790547100); Lenzi, Marcelo K. (7102720613)","14032671000; 57202189335; 54790547100; 7102720613","Entropy Production in a Fractal System with Diffusive Dynamics","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180731485&doi=10.3390%2fe25121578&partnerID=40&md5=601b29efd2fa3a87cd35b9f3d7e1043a"
"Nunes de Morais A.M.; Medeiros Araújo D.; Barbosa Segundo I.D.; Vieira dos Santos E.; Leal de Castro S.S.; Martínez-Huitle C.A.; Fernandes Alves J.J.","Nunes de Morais, Alana Maria (58648292900); Medeiros Araújo, Danyelle (55225187900); Barbosa Segundo, Inalmar Dantas (57204799506); Vieira dos Santos, Elisama (57213395188); Leal de Castro, Suely Souza (58647442800); Martínez-Huitle, Carlos A. (6507655813); Fernandes Alves, Janete Jane (58647959700)","58648292900; 55225187900; 57204799506; 57213395188; 58647442800; 6507655813; 58647959700","A Sustainable Electrochemical-Based Solution for Removing Acetamiprid from Water","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174199100&doi=10.3390%2fapp131910963&partnerID=40&md5=bdd06228e89e599b60a6f3021ae55cb4"
"Ribeiro R.L.A.; Alves D.K.; de Sousa R.P.R.; Oliveira A.C.","Ribeiro, Ricardo Lucio Araujo (59301508300); Alves, Denis Keuton (56597608500); de Sousa, Reuben Palmer Rezende (56597575400); Oliveira, Alexandre Cunha (56217841500)","59301508300; 56597608500; 56597575400; 56217841500","Online condition monitoring for DC-link capacitors of three-level NPC converters using noninvasive signal injection","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202290255&doi=10.1016%2fj.compeleceng.2024.109577&partnerID=40&md5=8a67e9f06a61fcdabbddf37839852b31"
"Rathke C.L.; Pimentel V.C.D.A.; Alsina P.J.; do Espírito Santo C.C.; Dantas A.F.O.D.A.","Rathke, Christian Lang (59326940100); Pimentel, Victor Costa de Andrade (59326835300); Alsina, Pablo Javier (6603627735); do Espírito Santo, Caroline Cunha (56011457500); Dantas, André Felipe Oliveira de Azevedo (58827742400)","59326940100; 59326835300; 6603627735; 56011457500; 58827742400","IoT-Based Wireless System for Gait Kinetics Monitoring in Multi-Device Therapeutic Interventions","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203882907&doi=10.3390%2fs24175799&partnerID=40&md5=641d22ee02a5a512de6218d7d22d7a2e"
"De Sousa T.M.L.; Da Silva M.W.B.; Nobre F.D.M.; Campos A.L.P.S.","De Sousa, Thayana M. L. (58869447600); Da Silva, Maurício Weber B. (57220059007); Nobre, Francisco D. M. (57206782668); Campos, Antônio L. P. S. (16309023400)","58869447600; 57220059007; 57206782668; 16309023400","Multifunctional Metasurface for Absorption, Polarization Conversion and Transmission","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184354161&doi=10.1109%2fIMOC57131.2023.10379713&partnerID=40&md5=6f3f74649d419f178de8d51c02771ded"
"Machado M.O.; Fernandes I.F.D.C.; Maia S.M.D.M.; Goldbarg E.F.G.","Machado, Murilo Oliveira (57197830032); Fernandes, Islame Felipe da Costa (57212227502); Maia, Silvia Maria Diniz Monteiro (55781382000); Goldbarg, Elizabeth Ferreira Gouvêa (14033766000)","57197830032; 57212227502; 55781382000; 14033766000","A hybrid multi-agent metaheuristic for the offshore wind farm cable routing problem","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198030983&doi=10.1016%2fj.eswa.2024.124668&partnerID=40&md5=f9ccd3e17fe41e36cdbcb3c55c3158e5"
"Silva L.F.V.; Pereira E.; Batista M.; Júnior S.; Araújo Í.; Santos E.; De Araújo Nascimento J.; Barboza E.; Gomes F.; Fraga I.T.; Davanso R.; Dos Santos D.O.","Silva, Luís Felipe Vieira (57406153800); Pereira, Emanuel (57225171269); Batista, Mateus (58724867000); Júnior, Sandoval (58577108100); Araújo, Ícaro (57209105086); Santos, Eliel (58725058700); De Araújo Nascimento, Jobson (57200444681); Barboza, Erick (48061053700); Gomes, Francisco (56943038100); Fraga, Ismael Trindade (58724867200); Davanso, Roger (58725058800); Dos Santos, Daniel Oliveira (59145358000)","57406153800; 57225171269; 58724867000; 58577108100; 57209105086; 58725058700; 57200444681; 48061053700; 56943038100; 58724867200; 58725058800; 59145358000","Battery-Less Sensor Tags with RFID: A Survey","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199895209&doi=10.1109%2fRFID62091.2024.10582737&partnerID=40&md5=8a5fd87c448bf0d69bc5517cbd0c49ab"
"Vieira J.C.; Guedes L.A.; Santos M.R.; Sanchez-Gendriz I.","Vieira, Jusciaane Chacon (58781100000); Guedes, Luiz Affonso (35761038800); Santos, Mailson Ribeiro (57219689542); Sanchez-Gendriz, Ignacio (56495540200)","58781100000; 35761038800; 57219689542; 56495540200","Using Explainable Artificial Intelligence to Obtain Efficient Seizure-Detection Models Based on Electroencephalography Signals","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180617958&doi=10.3390%2fs23249871&partnerID=40&md5=6dee6ce4a439e8b7d8870479c259d340"
"Oliveira F.; Costa D.G.; Assis F.; Silva I.","Oliveira, Franklin (57220182434); Costa, Daniel G. (35519411300); Assis, Flávio (37120032100); Silva, Ivanovitch (36537969500)","57220182434; 35519411300; 37120032100; 36537969500","Internet of Intelligent Things: A convergence of embedded systems, edge computing and machine learning","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186722619&doi=10.1016%2fj.iot.2024.101153&partnerID=40&md5=2d8cec41b936f91ece548f764cf9e097"
"Santos M.R.; Guedes A.; Sanchez-Gendriz I.","Santos, Mailson Ribeiro (57219689542); Guedes, Affonso (35761038800); Sanchez-Gendriz, Ignacio (56495540200)","57219689542; 35761038800; 56495540200","SHapley Additive exPlanations (SHAP) for Efficient Feature Selection in Rolling Bearing Fault Diagnosis","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188902807&doi=10.3390%2fmake6010016&partnerID=40&md5=ffb7fc652e0edf96abde430a8aaa96b9"
"Dos Santos K.E.A.; Neto A.D.D.; Martins A.D.M.","Dos Santos, Keylly Eyglys Araujo (59260945300); Neto, Adriao Duarte Doria (57606728000); Martins, Allan de Medeiros (57985251100)","59260945300; 57606728000; 57985251100","Face Representation for Online Interactions Using Bidirectional Generative Adversarial Networks (BiGANs)","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201278462&doi=10.1109%2fACCESS.2024.3443643&partnerID=40&md5=702930ec1d7bc3f4a212a4e2217a81db"
"Cabrera-Ávila E.V.; da Silva B.M.F.; Gonçalves L.M.G.","Cabrera-Ávila, Elizabeth Viviana (57221781672); da Silva, Bruno Marques Ferreira (57203157372); Gonçalves, Luiz Marcos Garcia (58069927800)","57221781672; 57203157372; 58069927800","Nonlinearly Optimized Dual Stereo Visual Odometry Fusion","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189181911&doi=10.1007%2fs10846-024-02069-4&partnerID=40&md5=1125f69f7a22b12485ac1d6cc1bff23b"
"Correia F.; Alencar M.; Assis K.","Correia, Felipe (55926060300); Alencar, Marcelo (7004192487); Assis, Karcius (6507364562)","55926060300; 7004192487; 6507364562","Stochastic Modeling and Analysis of the Energy Consumption of Wireless Sensor Networks","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151010121&doi=10.1109%2fTLA.2023.10068847&partnerID=40&md5=5f7880df68ef9c46c34577b6b7f6c519"
"de Araújo M.M.; da Silva J.P.","de Araújo, Magno M. (58119322300); da Silva, José P. (8776554000)","58119322300; 8776554000","The Design of a Glycerol Concentration Sensor Based on an LRSPP Hybrid Photonic Biosensor","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148974417&doi=10.3390%2fs23042010&partnerID=40&md5=0b72b64e7cba866decbd4200b94704c8"
"Scaudo A.; Genoni M.; Li Causi G.; Cabona L.; Landoni M.; Campana S.; Schipani P.; Claudi R.; Aliverti M.; Baruffolo A.; Ben-Ami S.; Biondi F.; Capasso G.; Cosentino R.; D'Alessio F.; D'Avanzo P.; Hershko O.; Kuncarayakti H.; Munari M.; Radhakrishnan Santhakumari K.; Pignata G.; Rubin A.; Scuderi S.; Vitali F.; Young D.; Achrén J.; Araiza-Duran J.A.; Arcavi I.; Battaini F.; Brucalassi A.; Bruch R.; Cappellaro E.; Colapietro M.; Della Valle M.; De Pascale M.; Di Benedetto R.; D'Orsi S.; Gal-Yam A.; Hernandez M.; Kotilainen J.; Marty L.; Mattila S.; Rappaport M.; Ricci D.; Riva M.; Salasnich B.; Smartt S.; Zanmar Sanchez R.; Stritzinger M.; Ventura H.; Cupani G.; Porru M.; Franchini M.; Cirami R.; Calderone G.; Covino S.; Smiljanic R.; Monteiro M.; Balestra A.; Sordo R.; Mason E.; Rousseu S.; de Castro Leão I.; Zanutta A.; de Meideros Martins A.; Sosnowska D.; Marquart T.; Boisse I.; Sousa S.; Hernandez J.; Piskunov N.; Puschnig J.; Sanna N.; Martins B.; Di Marcantonio P.; Marconi A.","Scaudo, A. (57894914500); Genoni, M. (57203682063); Li Causi, G. (6507104741); Cabona, L. (57194429650); Landoni, M. (55542489700); Campana, S. (55589184300); Schipani, P. (12546183700); Claudi, R. (6701697738); Aliverti, M. (55948338000); Baruffolo, A. (6701837092); Ben-Ami, S. (22833303600); Biondi, F. (57191530361); Capasso, G. (57196691646); Cosentino, R. (7004567193); D'Alessio, F. (55935157000); D'Avanzo, P. (56250185300); Hershko, O. (57203682288); Kuncarayakti, H. (23669986300); Munari, M. (24721546500); Radhakrishnan Santhakumari, K. (57191202033); Pignata, G. (14027234600); Rubin, A. (55225551100); Scuderi, S. (55391616600); Vitali, F. (7003668172); Young, D. (57216005411); Achrén, J. (57203691577); Araiza-Duran, J.A. (56426958600); Arcavi, I. (35268134300); Battaini, F. (57892949700); Brucalassi, A. (36636994900); Bruch, R. (57218698977); Cappellaro, E. (55169523200); Colapietro, M. (57203681497); Della Valle, M. (55975500800); De Pascale, M. (57191738909); Di Benedetto, R. (6601985237); D'Orsi, S. (24823993200); Gal-Yam, A. (6701399627); Hernandez, M. (55423135100); Kotilainen, J. (55924792900); Marty, L. (7004204961); Mattila, S. (56207492800); Rappaport, M. (7004289318); Ricci, D. (7005630862); Riva, M. (58724778700); Salasnich, B. (6507579554); Smartt, S. (7003820051); Zanmar Sanchez, R. (36664097800); Stritzinger, M. (12809180000); Ventura, H. (56514848300); Cupani, G. (25224942800); Porru, M. (57894671300); Franchini, M. (7103375097); Cirami, R. (16635214000); Calderone, G. (37107155700); Covino, S. (9535463100); Smiljanic, R. (55925137200); Monteiro, M. (7102700419); Balestra, A. (6505819655); Sordo, R. (23989636200); Mason, E. (56248874700); Rousseu, S. (59253008800); de Castro Leão, I. (57219757574); Zanutta, A. (37119749900); de Meideros Martins, A. (59339337500); Sosnowska, D. (6602121900); Marquart, T. (14028792900); Boisse, I. (23988784400); Sousa, S. (56871297700); Hernandez, J. (8870015300); Piskunov, N. (8875914700); Puschnig, J. (25957796000); Sanna, N. (57203682032); Martins, B. (6504310831); Di Marcantonio, P. (6603438755); Marconi, A. (7006873411)","57894914500; 57203682063; 6507104741; 57194429650; 55542489700; 55589184300; 12546183700; 6701697738; 55948338000; 6701837092; 22833303600; 57191530361; 57196691646; 7004567193; 55935157000; 56250185300; 57203682288; 23669986300; 24721546500; 57191202033; 14027234600; 55225551100; 55391616600; 7003668172; 57216005411; 57203691577; 56426958600; 35268134300; 57892949700; 36636994900; 57218698977; 55169523200; 57203681497; 55975500800; 57191738909; 6601985237; 24823993200; 6701399627; 55423135100; 55924792900; 7004204961; 56207492800; 7004289318; 7005630862; 58724778700; 6507579554; 7003820051; 36664097800; 12809180000; 56514848300; 25224942800; 57894671300; 7103375097; 16635214000; 37107155700; 9535463100; 55925137200; 7102700419; 6505819655; 23989636200; 56248874700; 59253008800; 57219757574; 37119749900; 59339337500; 6602121900; 14028792900; 23988784400; 56871297700; 8870015300; 8875914700; 25957796000; 57203682032; 6504310831; 6603438755; 7006873411","End-to-End simulation framework for astronomical spectrographs: SOXS, CUBES and ANDES","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201299726&doi=10.1117%2f12.3019941&partnerID=40&md5=8b8d9f1a142f3969ef6e02edcf2b34d5"
"Bedregal B.; da Costa C.G.; Palmeira E.; Mansilla E.; Bedregal B.L.L.","Bedregal, B. (15520790700); da Costa, C.G. (36650226200); Palmeira, E. (37261839800); Mansilla, E. (57219761826); Bedregal, B.L.L. (58667880500)","15520790700; 36650226200; 37261839800; 57219761826; 58667880500","A generalization of the Moore and Yang integral and interval probability density functions","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175007695&doi=10.1080%2f03081079.2023.2272036&partnerID=40&md5=15ff824bd9232897b85cdc278d78f1b5"
"Perin M.G.; Melo L.D.A.; de Souza C.R.B.; de Almeida A.C.D.B.; Figueira Filho F.","Perin, Marcelo Gattermann (16834867300); Melo, Leandro de Almeida (56769086500); de Souza, Cleidson Ronald Botelho (34972632800); de Almeida, Any Caroliny Duarte Batista (58850766900); Figueira Filho, Fernando (23008295700)","16834867300; 56769086500; 34972632800; 58850766900; 23008295700","Developing and validating a scale for motivation in participating in time-bounded collaborative events","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183462197&doi=10.1016%2fj.ijhcs.2024.103223&partnerID=40&md5=fec7d8742f052b6de716d96a8b7fb3d0"
"Prado I.F.; Costa F.B.; Silva K.M.; Medeiros R.P.; Mork B.A.","Prado, Igor F. (59329970800); Costa, Flavio B. (22333585200); Silva, Kleber M. (9744170000); Medeiros, Rodrigo P. (56682611600); Mork, Bruce A. (6603922621)","59329970800; 22333585200; 9744170000; 56682611600; 6603922621","High-Frequency-Based Transmission Line Percentage Differential Protection with Traveling Wave Alignment","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204125926&doi=10.1109%2fACCESS.2024.3456040&partnerID=40&md5=c68c69487fe2696fce2c69f3bbbb1e5e"
"Echaiz Espinoza G.A.; Oliveira G.P.D.; Lima V.S.; Fonseca D.A.D.M.; Silva W.L.A.D.; Maitelli C.W.S.D.P.; Villarreal E.R.L.; Salazar A.O.","Echaiz Espinoza, German Alberto (57211355517); Oliveira, Gabriel Pereira de (57212024822); Lima, Verivan Santos (57208146695); Fonseca, Diego Antonio de Moura (36682132200); Silva, Werbet Luiz Almeida da (59158142700); Maitelli, Carla Wilza Souza de Paula (57163638400); Villarreal, Elmer Rolando Llanos (55361069800); Salazar, Andrés Ortiz (7102422753)","57211355517; 57212024822; 57208146695; 36682132200; 59158142700; 57163638400; 55361069800; 7102422753","Thermal Profiles in Water Injection Wells: Reduction in the Systematic Error of Flow Measurements during the Transient Regime","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179122818&doi=10.3390%2fs23239465&partnerID=40&md5=fe90495d4781424d3917183dac0294b1"
"do Nascimento T.F.; Salazar A.O.","do Nascimento, Thiago F. (57476970500); Salazar, Andres O. (7102422753)","57476970500; 7102422753","Parameters Design of a Digital VSG Control Strategy for Grid-forming DG Systems Applications","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183613356&doi=10.1109%2fINDUSCON58041.2023.10374815&partnerID=40&md5=22ebd56b145c65ad4a013dc3f685b643"
"Vieira Batista Y.M.; D'Assunção A.G., Jr.; D'Assunção A.G.","Vieira Batista, Yuri Max (58869643200); D'Assunção, Adaildo Gomes (59158003100); D'Assunção, Adaildo Gomes (7004474343)","58869643200; 59158003100; 7004474343","A Novel Cantor-Inspired Fractal for Wideband Mutual Coupling Reduction Between Closely-Spaced Patches in MIMO Microstrip Antenna Arrays","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184352750&doi=10.1109%2fIMOC57131.2023.10379717&partnerID=40&md5=9237f9455cd757dcadf2d84b22769a89"
"Costa V.S.; Bedregal B.C.; Santiago R.H.N.","Costa, Valdigleis S. (57193627916); Bedregal, Benjamín C. (15520790700); Santiago, Regivan H. N. (7006674404)","57193627916; 15520790700; 7006674404","On Typical Hesitant Fuzzy Languages and Automata","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164268490&doi=10.1142%2fS0218488523500198&partnerID=40&md5=26fb4f7f6d35c15f20004a830606a0a2"
"da Silva D.R.B.; de Araújo T.M.U.; do Rêgo T.G.; Brandão M.A.C.; Gonçalves L.M.G.","da Silva, Diego R. B. (58447930100); de Araújo, Tiago Maritan U. (20435623900); do Rêgo, Thaís Gaudencio (36968927500); Brandão, Manuella Aschoff Cavalcanti (57197808757); Gonçalves, Luiz Marcos Garcia (58069927800)","58447930100; 20435623900; 36968927500; 57197808757; 58069927800","A multiple stream architecture for the recognition of signs in Brazilian sign language in the context of health","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165971447&doi=10.1007%2fs11042-023-16332-7&partnerID=40&md5=ecc9366342ec1642216d0fb6b7057ce9"
